market,symbol,earliest_date,available_intervals,base_symbol
spot,ARKMUSDT,2023-07-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ARKM
spot,WLDUSDT,2023-07-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",WLD
spot,CYBERUSDT,2023-08-15,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",CYBER
spot,SEIUSDT,2023-08-15,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",SEI
spot,ARKUSDT,2023-09-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ARK
spot,NTRNUSDT,2023-10-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",NTRN
spot,TIAUSDT,2023-10-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TIA
spot,MEMEUSDT,2023-11-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",MEME
spot,ORDIUSDT,2023-11-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ORDI
spot,BEAMXUSDT,2023-11-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BEAMX
spot,BLURUSDT,2023-11-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BLUR
spot,VICUSDT,2023-11-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",VIC
spot,VANRYUSDT,2023-12-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",VANRY
spot,JTOUSDT,2023-12-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",JTO
spot,1000SATSUSDT,2023-12-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",1000SATS
spot,ACEUSDT,2023-12-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ACE
spot,NFPUSDT,2023-12-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",NFP
spot,AIUSDT,2024-01-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",AI
spot,XAIUSDT,2024-01-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",XAI
spot,MANTAUSDT,2024-01-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",MANTA
spot,ALTUSDT,2024-01-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ALT
spot,JUPUSDT,2024-01-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",JUP
spot,PYTHUSDT,2024-02-02,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",PYTH
spot,RONINUSDT,2024-02-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",RONIN
spot,DYMUSDT,2024-02-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",DYM
spot,PIXELUSDT,2024-02-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",PIXEL
spot,STRKUSDT,2024-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",STRK
spot,PORTALUSDT,2024-02-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",PORTAL
spot,AXLUSDT,2024-03-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",AXL
spot,WIFUSDT,2024-03-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",WIF
spot,METISUSDT,2024-03-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",METIS
spot,AEVOUSDT,2024-03-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",AEVO
spot,BOMEUSDT,2024-03-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BOME
spot,ETHFIUSDT,2024-03-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ETHFI
spot,ENAUSDT,2024-04-02,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ENA
spot,WUSDT,2024-04-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",W
spot,TNSRUSDT,2024-04-08,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TNSR
spot,SAGAUSDT,2024-04-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",SAGA
spot,TAOUSDT,2024-04-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TAO
spot,OMNIUSDT,2024-04-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",OMNI
spot,REZUSDT,2024-04-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",REZ
spot,BBUSDT,2024-05-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BB
spot,NOTUSDT,2024-05-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",NOT
spot,IOUSDT,2024-06-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",IO
spot,ZKUSDT,2024-06-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ZK
spot,LISTAUSDT,2024-06-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",LISTA
spot,ZROUSDT,2024-06-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ZRO
spot,GUSDT,2024-07-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",G
spot,BANANAUSDT,2024-07-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BANANA
spot,RENDERUSDT,2024-07-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",RENDER
spot,TONUSDT,2024-08-08,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TON
spot,DOGSUSDT,2024-08-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",DOGS
spot,POLUSDT,2024-09-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",POL
spot,1MBABYDOGEUSDT,2024-09-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",1MBABYDOGE
spot,NEIROUSDT,2024-09-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",NEIRO
spot,TURBOUSDT,2024-09-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TURBO
spot,CATIUSDT,2024-09-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",CATI
spot,HMSTRUSDT,2024-09-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",HMSTR
spot,EIGENUSDT,2024-10-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",EIGEN
spot,SCRUSDT,2024-10-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",SCR
spot,LUMIAUSDT,2024-10-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",LUMIA
spot,KAIAUSDT,2024-10-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",KAIA
spot,CETUSUSDT,2024-11-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",CETUS
spot,COWUSDT,2024-11-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",COW
spot,ACTUSDT,2024-11-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ACT
spot,PNUTUSDT,2024-11-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",PNUT
spot,USUALUSDT,2024-11-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",USUAL
spot,THEUSDT,2024-11-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",THE
spot,ACXUSDT,2024-12-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ACX
spot,ORCAUSDT,2024-12-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ORCA
spot,MOVEUSDT,2024-12-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",MOVE
spot,MEUSDT,2024-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ME
spot,VELODROMEUSDT,2024-12-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",VELODROME
spot,VANAUSDT,2024-12-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",VANA
spot,1000CATUSDT,2024-12-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",1000CAT
spot,PENGUUSDT,2024-12-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",PENGU
spot,BIOUSDT,2025-01-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BIO
spot,DUSDT,2025-01-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",D
spot,AIXBTUSDT,2025-01-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",AIXBT
spot,CGPTUSDT,2025-01-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",CGPT
spot,COOKIEUSDT,2025-01-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",COOKIE
spot,SUSDT,2025-01-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",S
spot,SOLVUSDT,2025-01-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",SOLV
spot,TRUMPUSDT,2025-01-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TRUMP
spot,ANIMEUSDT,2025-01-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",ANIME
spot,BERAUSDT,2025-02-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BERA
spot,1000CHEEMSUSDT,2025-02-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",1000CHEEMS
spot,TSTUSDT,2025-02-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TST
spot,LAYERUSDT,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",LAYER
spot,HEIUSDT,2025-02-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",HEI
spot,KAITOUSDT,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",KAITO
spot,SHELLUSDT,2025-02-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",SHELL
spot,REDUSDT,2025-02-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",RED
spot,GPSUSDT,2025-03-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",GPS
spot,EPICUSDT,2025-03-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",EPIC
spot,BMTUSDT,2025-03-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BMT
spot,FORMUSDT,2025-03-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",FORM
spot,NILUSDT,2025-03-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",NIL
spot,PARTIUSDT,2025-03-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",PARTI
spot,BANANAS31USDT,2025-03-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BANANAS31
spot,BROCCOLI714USDT,2025-03-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BROCCOLI714
spot,MUBARAKUSDT,2025-03-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",MUBARAK
spot,TUTUSDT,2025-03-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",TUT
spot,GUNUSDT,2025-03-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",GUN
spot,BABYUSDT,2025-04-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h",BABY
